"codigo","species","img"
"Oct-67(2).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-67(2).jpg"
"Oct-67(3).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-67(3).jpg"
"Oct-67(5).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-67(5).jpg"
"Oct-67(6).jpg","Serranus","figs/2015/Otolitos_ Oct/Serranus/Oct-67(6).jpg"
"Oct-06(2).jpg","Spp1","figs/2015/Otolitos_ Oct/Spp1/Oct-06(2).jpg"
"Oct-11(1).jpg","Spp2","figs/2015/Otolitos_ Oct/Spp2/Oct-11(1).jpg"
"Oct-27(4).jpg","Spp2","figs/2015/Otolitos_ Oct/Spp2/Oct-27(4).jpg"
"Oct-39(3).jpg","Spp2","figs/2015/Otolitos_ Oct/Spp2/Oct-39(3).jpg"
"Oct-18(15).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-18(15).jpg"
"Oct-19(15).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-19(15).jpg"
"Oct-19(48).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-19(48).jpg"
"Oct-19(49).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-19(49).jpg"
"Oct-19(51).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-19(51).jpg"
"Oct-19(65).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-19(65).jpg"
"Oct-19(66).jpg","Spp3","figs/2015/Otolitos_ Oct/Spp3/Oct-19(66).jpg"
"Oct-10(6).jpg","Spp4","figs/2015/Otolitos_ Oct/Spp4/Oct-10(6).jpg"
"Oct-20(4).jpg","Spp4","figs/2015/Otolitos_ Oct/Spp4/Oct-20(4).jpg"
"Oct-23(12).jpg","Spp5","figs/2015/Otolitos_ Oct/Spp5/Oct-23(12).jpg"
"Oct-23(28).jpg","Spp5","figs/2015/Otolitos_ Oct/Spp5/Oct-23(28).jpg"
"Oct-27(2).jpg","Spp5","figs/2015/Otolitos_ Oct/Spp5/Oct-27(2).jpg"
"Oct-23(11).jpg","Spp6","figs/2015/Otolitos_ Oct/Spp6/Oct-23(11).jpg"
"Oct-60(2).jpg","Symphurus sp","figs/2015/Otolitos_ Oct/Symphurus sp/Oct-60(2).jpg"
"Oct-19(22).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-19(22).jpg"
"Oct-40(10).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(10).jpg"
"Oct-40(11).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(11).jpg"
"Oct-40(12).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(12).jpg"
"Oct-40(13).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(13).jpg"
"Oct-40(14).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(14).jpg"
"Oct-40(15).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(15).jpg"
"Oct-40(16).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(16).jpg"
"Oct-40(17).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(17).jpg"
"Oct-40(4).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(4).jpg"
"Oct-40(5).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(5).jpg"
"Oct-40(6).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(6).jpg"
"Oct-40(7).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(7).jpg"
"Oct-40(8).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(8).jpg"
"Oct-40(9).jpg","Synodus","figs/2015/Otolitos_ Oct/Synodus/Oct-40(9).jpg"
"Oct-10(5).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-10(5).jpg"
"Oct-23(2).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-23(2).jpg"
"Oct-23(4).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-23(4).jpg"
"Oct-34(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(1).jpg"
"Oct-34(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(10).jpg"
"Oct-34(11).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(11).jpg"
"Oct-34(12).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(12).jpg"
"Oct-34(13).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(13).jpg"
"Oct-34(14).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(14).jpg"
"Oct-34(2).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(2).jpg"
"Oct-34(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(3).jpg"
"Oct-34(4).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(4).jpg"
"Oct-34(5).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(5).jpg"
"Oct-34(6).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(6).jpg"
"Oct-34(7).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(7).jpg"
"Oct-34(8).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(8).jpg"
"Oct-34(9).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-34(9).jpg"
"Oct-48(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-48(1).jpg"
"Oct-50(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-50(1).jpg"
"Oct-50(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos_ Oct/Vinciguerria lucetia/Oct-50(3).jpg"
"Oct-23(10).jpg","Xenichthys agassizi","figs/2015/Otolitos_ Oct/Xenichthys agassizi/Oct-23(10).jpg"
"Nov-29(27).jpg","Apogon","figs/2015/Otolitos-Nov/Apogon/Nov-29(27).jpg"
"Nov44(3).jpg","Apogon","figs/2015/Otolitos-Nov/Apogon/Nov44(3).jpg"
"nov46(20).jpg","Apogon","figs/2015/Otolitos-Nov/Apogon/nov46(20).jpg"
"Nov-29(14).jpg","Bellator","figs/2015/Otolitos-Nov/Bellator/Nov-29(14).jpg"
"Nov58(1).jpg","Brotula clarcae","figs/2015/Otolitos-Nov/Brotula clarcae/Nov58(1).jpg"
"Nov49(3).jpg","crustaceos","figs/2015/Otolitos-Nov/crustaceos/Nov49(3).jpg"
"Nov-06(1).jpg","Diplectrum","figs/2015/Otolitos-Nov/Diplectrum/Nov-06(1).jpg"
"Nov-06(13).jpg","Diplectrum","figs/2015/Otolitos-Nov/Diplectrum/Nov-06(13).jpg"
"Nov-25(9).jpg","Diplectrum","figs/2015/Otolitos-Nov/Diplectrum/Nov-25(9).jpg"
"Nov-14(6).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/Nov-14(6).jpg"
"Nov-15(2).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/Nov-15(2).jpg"
"Nov-17(1).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/Nov-17(1).jpg"
"Nov-17(10).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/Nov-17(10).jpg"
"nov-17(5).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/nov-17(5).jpg"
"Nov-25(3).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/Nov-25(3).jpg"
"Nov-25(4).jpg","Epinephelus sp","figs/2015/Otolitos-Nov/Epinephelus sp/Nov-25(4).jpg"
"Nov-17(12).jpg","Haemulon","figs/2015/Otolitos-Nov/Haemulon/Nov-17(12).jpg"
"Nov-25(2).jpg","Haemulon","figs/2015/Otolitos-Nov/Haemulon/Nov-25(2).jpg"
"Nov47(2).jpg","Haemulon","figs/2015/Otolitos-Nov/Haemulon/Nov47(2).jpg"
"Nov-17(9).jpg","Kyphosys elegans","figs/2015/Otolitos-Nov/Kyphosys elegans/Nov-17(9).jpg"
"Nov-21(3).jpg","Kyphosys elegans","figs/2015/Otolitos-Nov/Kyphosys elegans/Nov-21(3).jpg"
"nov56(3).jpg","Kyphosys elegans","figs/2015/Otolitos-Nov/Kyphosys elegans/nov56(3).jpg"
"Nov-23(5).jpg","Leophidium sp","figs/2015/Otolitos-Nov/Leophidium sp/Nov-23(5).jpg"
"Nov-29(19).jpg","Leophidium sp","figs/2015/Otolitos-Nov/Leophidium sp/Nov-29(19).jpg"
"Nov-32(11).jpg","Leophidium sp","figs/2015/Otolitos-Nov/Leophidium sp/Nov-32(11).jpg"
"Nov48(55).jpg","Leophidium sp","figs/2015/Otolitos-Nov/Leophidium sp/Nov48(55).jpg"
"Nov48(64).jpg","Leophidium sp","figs/2015/Otolitos-Nov/Leophidium sp/Nov48(64).jpg"
"Nov48(1).jpg","Lutjanus peru","figs/2015/Otolitos-Nov/Lutjanus peru/Nov48(1).jpg"
"Nov58(3).jpg","Lutjanus peru","figs/2015/Otolitos-Nov/Lutjanus peru/Nov58(3).jpg"
"Nov-29(16).jpg","Opisthognathus galapagensis","figs/2015/Otolitos-Nov/Opisthognathus galapagensis/Nov-29(16).jpg"
"Nov-29(21).jpg","Opisthognathus galapagensis","figs/2015/Otolitos-Nov/Opisthognathus galapagensis/Nov-29(21).jpg"
"Nov-29(22).jpg","Opisthognathus galapagensis","figs/2015/Otolitos-Nov/Opisthognathus galapagensis/Nov-29(22).jpg"
"Nov47(1).jpg","Opisthognathus galapagensis","figs/2015/Otolitos-Nov/Opisthognathus galapagensis/Nov47(1).jpg"
"Nov-07(1).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(1).jpg"
"Nov-07(10).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(10).jpg"
"Nov-07(2).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(2).jpg"
"Nov-07(3).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(3).jpg"
"Nov-07(4).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(4).jpg"
"nov-07(5).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/nov-07(5).jpg"
"Nov-07(7).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(7).jpg"
"Nov-07(8).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(8).jpg"
"Nov-07(9).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-07(9).jpg"
"Nov-18(7).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-18(7).jpg"
"Nov-20(1).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-20(1).jpg"
"Nov-20(2).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-20(2).jpg"
"Nov-21(1).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-21(1).jpg"
"Nov-23(6).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-23(6).jpg"
"Nov-29(6).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov-29(6).jpg"
"Nov48(5).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov48(5).jpg"
"Nov52(1).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov52(1).jpg"
"Nov52(2).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov52(2).jpg"
"Nov58(10).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov58(10).jpg"
"Nov58(5).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov58(5).jpg"
"Nov58(6).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov58(6).jpg"
"Nov58(7).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov58(7).jpg"
"Nov58(8).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov58(8).jpg"
"Nov58(9).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov58(9).jpg"
"Nov59(1).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov59(1).jpg"
"Nov59(2).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov59(2).jpg"
"Nov59(3).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov59(3).jpg"
"Nov59(4).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov59(4).jpg"
"Nov59(5).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov59(5).jpg"
"Nov59(6).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov59(6).jpg"
"Nov60(1).jpg","Opisthonema berlangai","figs/2015/Otolitos-Nov/Opisthonema berlangai/Nov60(1).jpg"
"Nov-02(1).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(1).jpg"
"Nov-02(2).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(2).jpg"
"Nov-02(3).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(3).jpg"
"Nov-02(4).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(4).jpg"
"Nov-02(5).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(5).jpg"
"Nov-02(6).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(6).jpg"
"Nov-02(7).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(7).jpg"
"Nov-02(8).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(8).jpg"
"Nov-02(9).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-02(9).jpg"
"Nov-09(1).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(1).jpg"
"Nov-09(10).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(10).jpg"
"Nov-09(11).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(11).jpg"
"Nov-09(12).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(12).jpg"
"Nov-09(13).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(13).jpg"
"Nov-09(14).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(14).jpg"
"Nov-09(15).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(15).jpg"
"Nov-09(2).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(2).jpg"
"Nov-09(3).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(3).jpg"
"Nov-09(4).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(4).jpg"
"Nov-09(5).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(5).jpg"
"Nov-09(6).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(6).jpg"
"Nov-09(7).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(7).jpg"
"Nov-09(8).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(8).jpg"
"Nov-09(9).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-09(9).jpg"
"Nov-15(3).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-15(3).jpg"
"Nov-22(10).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-22(10).jpg"
"Nov-23(1).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-23(1).jpg"
"Nov-23(2).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-23(2).jpg"
"Nov-23(3).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-23(3).jpg"
"Nov-23(4).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-23(4).jpg"
"Nov-23(7).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-23(7).jpg"
"Nov-23(8).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-23(8).jpg"
"nov-29(1).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/nov-29(1).jpg"
"Nov-29(2).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-29(2).jpg"
"Nov-29(24).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-29(24).jpg"
"Nov-29(28).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-29(28).jpg"
"Nov-33(1).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov-33(1).jpg"
"Nov42(2).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov42(2).jpg"
"Nov42(3).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov42(3).jpg"
"Nov52(3).jpg","Paralabrax","figs/2015/Otolitos-Nov/Paralabrax/Nov52(3).jpg"
"Nov-03(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-03(1).jpg"
"Nov-03(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-03(2).jpg"
"Nov-06(11).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(11).jpg"
"Nov-06(14).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(14).jpg"
"Nov-06(15).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(15).jpg"
"Nov-06(16).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(16).jpg"
"Nov-06(19).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(19).jpg"
"Nov-06(3).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(3).jpg"
"Nov-06(4).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(4).jpg"
"Nov-06(5).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(5).jpg"
"Nov-06(6).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(6).jpg"
"Nov-06(8).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(8).jpg"
"Nov-06(9).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-06(9).jpg"
"Nov-07(6).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-07(6).jpg"
"Nov-08(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-08(1).jpg"
"Nov-08(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-08(2).jpg"
"Nov-13(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-13(1).jpg"
"Nov-13(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-13(2).jpg"
"Nov-13(3).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-13(3).jpg"
"Nov-14(10).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-14(10).jpg"
"Nov-14(11).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-14(11).jpg"
"Nov-14(7).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-14(7).jpg"
"Nov-14(8).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-14(8).jpg"
"Nov-14(9).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-14(9).jpg"
"Nov-17(13).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(13).jpg"
"Nov-17(14).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(14).jpg"
"Nov-17(15).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(15).jpg"
"Nov-17(16).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(16).jpg"
"Nov-17(17).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(17).jpg"
"Nov-17(18).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(18).jpg"
"Nov-17(19).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(19).jpg"
"Nov-17(20).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(20).jpg"
"Nov-17(21).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(21).jpg"
"Nov-17(22).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(22).jpg"
"Nov-17(23).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(23).jpg"
"Nov-17(24).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(24).jpg"
"nov-17(25).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/nov-17(25).jpg"
"Nov-17(26).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(26).jpg"
"Nov-17(27).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-17(27).jpg"
"Nov-29(8).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-29(8).jpg"
"Nov-34(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-34(1).jpg"
"Nov-34(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov-34(2).jpg"
"Nov45(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov45(1).jpg"
"Nov45(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov45(2).jpg"
"Nov45(4).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov45(4).jpg"
"Nov49(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov49(1).jpg"
"Nov49(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov49(2).jpg"
"Nov55(1).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov55(1).jpg"
"Nov55(2).jpg","Paranthias colonus","figs/2015/Otolitos-Nov/Paranthias colonus/Nov55(2).jpg"
"Nov-20(4).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-20(4).jpg"
"Nov-22(1).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(1).jpg"
"Nov-22(11).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(11).jpg"
"Nov-22(12).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(12).jpg"
"Nov-22(13).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(13).jpg"
"Nov-22(15).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(15).jpg"
"Nov-22(2).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(2).jpg"
"Nov-22(3).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(3).jpg"
"Nov-22(4).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(4).jpg"
"Nov-22(5).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(5).jpg"
"Nov-22(6).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(6).jpg"
"Nov-22(7).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(7).jpg"
"Nov-22(8).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(8).jpg"
"Nov-22(9).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-22(9).jpg"
"Nov-25(11).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-25(11).jpg"
"Nov-25(13).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-25(13).jpg"
"Nov-25(7).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-25(7).jpg"
"Nov-29(11).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-29(11).jpg"
"Nov-29(13).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-29(13).jpg"
"Nov-29(15).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-29(15).jpg"
"Nov-29(20).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-29(20).jpg"
"Nov-29(9).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov-29(9).jpg"
"Nov38(5).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov38(5).jpg"
"Nov40(8).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov40(8).jpg"
"Nov41(14).jpg","Pontinus clemensi","figs/2015/Otolitos-Nov/Pontinus clemensi/Nov41(14).jpg"
